Cell_Line,COMPOUND_A,COMPOUND_B,SYNERGY_SCORE,Tissue
BT20,CIDs25227436,CIDs06442177,23.5,breast
BT20,CIDs25262792,CIDs06442177,28.6,breast
BT20,CIDs25227436,CIDs23725625,20.6,breast
BT20,CIDs24964624,CIDs23725625,23.6,breast
BT20,CIDs72793174,CIDs23725625,1.89,breast
BT20,CIDs51039095,CIDs23725625,16.2,breast
BT20,CIDs10127622,CIDs23725625,8.21,breast
BT20,CIDs25262792,CIDs23725625,-1.47,breast
BT20,CIDs17755052,CIDs23725625,22.8,breast
BT20,CIDs54751698,CIDs23725625,9.14,breast
BT20,CIDs25227436,CIDs17755052,29.6,breast
BT20,CIDs24964624,CIDs17755052,70.5,breast
BT20,CIDs10127622,CIDs17755052,42.0,breast
BT20,CIDs25262792,CIDs17755052,14.6,breast
BT20,CIDs10127622,CIDs16654980,18.9,breast
BT20,CIDs25262792,CIDs16654980,9.37,breast
BT20,CIDs10127622,CIDs56649450,54.2,breast
BT20,CIDs25262792,CIDs56649450,21.4,breast
BT20,CIDs17755052,CIDs56649450,8.22,breast
BT20,CIDs16654980,CIDs56649450,-10.8,breast
BT20,CIDs10127622,CIDs54751698,22.2,breast
BT20,CIDs25262792,CIDs54751698,16.6,breast
BT20,CIDs56649450,CIDs54751698,28.0,breast
BT20,CIDs25227436,CIDs58423153,8.99,breast
BT20,CIDs24964624,CIDs58423153,27.8,breast
BT20,CIDs72793174,CIDs58423153,21.4,breast
BT20,CIDs51039095,CIDs58423153,9.2,breast
BT20,CIDs10127622,CIDs58423153,25.6,breast
BT20,CIDs25262792,CIDs58423153,14.7,breast
BT20,CIDs17755052,CIDs58423153,30.1,breast
BT20,CIDs54751698,CIDs58423153,28.9,breast
BT20,CIDs25227436,CIDs67970189,5.64,breast
BT20,CIDs24964624,CIDs67970189,11.0,breast
BT20,CIDs72793174,CIDs67970189,12.3,breast
BT20,CIDs51039095,CIDs67970189,2.07,breast
BT20,CIDs10127622,CIDs67970189,9.63,breast
BT20,CIDs25262792,CIDs67970189,-0.637,breast
BT20,CIDs17755052,CIDs67970189,0.61,breast
BT20,CIDs54751698,CIDs67970189,2.14,breast
BT474,CIDs24964624,CIDs25227436,6.3,breast
BT474,CIDs00148177,CIDs25227436,-6.62,breast
BT474,CIDs00001805,CIDs25227436,-4.83,breast
BT474,CIDs46930996,CIDs25227436,8.13,breast
BT474,CIDs24978538,CIDs25227436,-2.04,breast
BT474,CIDs11717001,CIDs25227436,-35.8,breast
BT474,CIDs11656518,CIDs25227436,35.5,breast
BT474,CIDs25194865,CIDs25227436,-18.5,breast
BT474,CIDs00002719,CIDs25227436,5.88,breast
BT474,CIDs00104741,CIDs25227436,45.7,breast
BT474,CIDs00148195,CIDs25227436,18.5,breast
BT474,CIDs00004261,CIDs25227436,-26.6,breast
BT474,CIDs00005311,CIDs25227436,-24.2,breast
BT474,CIDs11955716,CIDs25227436,-2.35,breast
BT474,CIDs11707110,CIDs25227436,54.9,breast
BT474,CIDs17754438,CIDs25227436,3.77,breast
BT474,CIDs11597571,CIDs25227436,-1.37,breast
BT474,CIDs00148191,CIDs25227436,11.9,breast
BT474,CIDs06442177,CIDs25227436,7.95,breast
BT474,CIDs45375953,CIDs25227436,9.77,breast
BT474,CIDs16720766,CIDs25227436,-33.9,breast
BT474,CIDs11625818,CIDs25227436,-0.252,breast
BT474,CIDs25033539,CIDs25227436,9.12,breast
BT474,CIDs49867926,CIDs25227436,-5.41,breast
BT474,CIDs00176166,CIDs25227436,-0.6890000000000001,breast
BT474,CIDs00093860,CIDs25227436,0.27,breast
BT474,CIDs11556711,CIDs25227436,2.45,breast
BT474,CIDs11167602,CIDs25227436,-26.3,breast
BT474,CIDs24856436,CIDs25227436,3.72,breast
BT474,CIDs49867930,CIDs25227436,4.71,breast
BT474,CIDs25227436,CIDs49846579,-17.0,breast
BT474,CIDs24964624,CIDs49846579,12.8,breast
BT474,CIDs25262792,CIDs49846579,-11.4,breast
BT474,CIDs17755052,CIDs49846579,-21.4,breast
BT474,CIDs25227436,CIDs46836568,118.0,breast
BT474,CIDs24964624,CIDs46836568,69.0,breast
BT474,CIDs24964624,CIDs11152667,-5.27,breast
BT474,CIDs00148177,CIDs11152667,-6.15,breast
BT474,CIDs46244453,CIDs11152667,43.8,breast
BT474,CIDs00001805,CIDs11152667,-13.7,breast
BT474,CIDs46930996,CIDs11152667,-23.2,breast
BT474,CIDs24978538,CIDs11152667,-6.97,breast
BT474,CIDs10126189,CIDs11152667,0.414,breast
BT474,CIDs11717001,CIDs11152667,-28.4,breast
BT474,CIDs11656518,CIDs11152667,-2.26,breast
BT474,CIDs25194865,CIDs11152667,-3.81,breast
BT474,CIDs00002719,CIDs11152667,-13.9,breast
BT474,CIDs00104741,CIDs11152667,2.28,breast
BT474,CIDs00148195,CIDs11152667,8.78,breast
BT474,CIDs00005311,CIDs11152667,-10.2,breast
BT474,CIDs11955716,CIDs11152667,-12.9,breast
BT474,CIDs11707110,CIDs11152667,6.74,breast
BT474,CIDs16719221,CIDs11152667,-17.2,breast
BT474,CIDs17754438,CIDs11152667,-25.9,breast
BT474,CIDs11494412,CIDs11152667,-19.3,breast
BT474,CIDs11597571,CIDs11152667,0.907,breast
BT474,CIDs00148191,CIDs11152667,13.4,breast
BT474,CIDs06442177,CIDs11152667,15.6,breast
BT474,CIDs45375953,CIDs11152667,-14.4,breast
BT474,CIDs11520894,CIDs11152667,6.91,breast
BT474,CIDs16720766,CIDs11152667,-9.16,breast
BT474,CIDs11625818,CIDs11152667,-7.22,breast
BT474,CIDs25033539,CIDs11152667,-6.8,breast
BT474,CIDs49867926,CIDs11152667,-16.1,breast
BT474,CIDs00176166,CIDs11152667,-3.79,breast
BT474,CIDs00093860,CIDs11152667,-4.24,breast
BT474,CIDs11556711,CIDs11152667,-3.54,breast
BT474,CIDs11167602,CIDs11152667,-17.2,breast
BT474,CIDs24856436,CIDs11152667,48.3,breast
BT474,CIDs49867930,CIDs11152667,-6.17,breast
BT474,CIDs25227436,CIDs00002719,2.9,breast
BT474,CIDs24964624,CIDs00002719,-24.5,breast
BT474,CIDs17755052,CIDs00002719,-35.5,breast
BT474,CIDs17755052,CIDs56946894,1.99,breast
BT474,CIDs25227436,CIDs00123631,41.6,breast
BT474,CIDs00148177,CIDs00123631,1.32,breast
BT474,CIDs00001805,CIDs00123631,5.71,breast
BT474,CIDs46930996,CIDs00123631,-2.75,breast
BT474,CIDs24978538,CIDs00123631,0.8540000000000001,breast
BT474,CIDs10126189,CIDs00123631,-4.34,breast
BT474,CIDs11717001,CIDs00123631,-29.2,breast
BT474,CIDs11656518,CIDs00123631,16.3,breast
BT474,CIDs25194865,CIDs00123631,-19.2,breast
BT474,CIDs00002719,CIDs00123631,3.3,breast
BT474,CIDs00104741,CIDs00123631,46.3,breast
BT474,CIDs00148195,CIDs00123631,18.8,breast
BT474,CIDs00004261,CIDs00123631,-10.1,breast
BT474,CIDs00005311,CIDs00123631,-4.82,breast
BT474,CIDs11955716,CIDs00123631,-6.73,breast
BT474,CIDs11707110,CIDs00123631,24.0,breast
BT474,CIDs16719221,CIDs00123631,15.6,breast
BT474,CIDs17754438,CIDs00123631,11.5,breast
BT474,CIDs11494412,CIDs00123631,1.43,breast
BT474,CIDs11597571,CIDs00123631,8.17,breast
BT474,CIDs00148191,CIDs00123631,26.5,breast
BT474,CIDs06442177,CIDs00123631,23.9,breast
BT474,CIDs45375953,CIDs00123631,11.5,breast
BT474,CIDs11520894,CIDs00123631,28.8,breast
BT474,CIDs16720766,CIDs00123631,-41.6,breast
BT474,CIDs11625818,CIDs00123631,12.5,breast
BT474,CIDs17755052,CIDs00123631,35.6,breast
BT474,CIDs25033539,CIDs00123631,28.4,breast
BT474,CIDs49867926,CIDs00123631,0.322,breast
BT474,CIDs00176166,CIDs00123631,12.2,breast
BT474,CIDs00093860,CIDs00123631,2.62,breast
BT474,CIDs11556711,CIDs00123631,3.83,breast
BT474,CIDs11167602,CIDs00123631,-15.4,breast
BT474,CIDs24856436,CIDs00123631,-8.25,breast
BT474,CIDs49867930,CIDs00123631,27.8,breast
BT474,CIDs25227436,CIDs11375205,33.9,breast
BT474,CIDs00148177,CIDs11375205,-6.05,breast
BT474,CIDs00001805,CIDs11375205,1.22,breast
BT474,CIDs46930996,CIDs11375205,10.6,breast
BT474,CIDs24978538,CIDs11375205,3.92,breast
BT474,CIDs10126189,CIDs11375205,-2.44,breast
BT474,CIDs11717001,CIDs11375205,-22.9,breast
BT474,CIDs11656518,CIDs11375205,14.2,breast
BT474,CIDs25194865,CIDs11375205,-11.5,breast
BT474,CIDs00002719,CIDs11375205,-13.7,breast
BT474,CIDs00104741,CIDs11375205,34.3,breast
BT474,CIDs00148195,CIDs11375205,19.8,breast
BT474,CIDs00004261,CIDs11375205,11.4,breast
BT474,CIDs00005311,CIDs11375205,6.16,breast
BT474,CIDs11955716,CIDs11375205,3.32,breast
BT474,CIDs11707110,CIDs11375205,19.5,breast
BT474,CIDs16719221,CIDs11375205,14.6,breast
BT474,CIDs17754438,CIDs11375205,6.84,breast
BT474,CIDs11494412,CIDs11375205,-2.75,breast
BT474,CIDs11597571,CIDs11375205,-2.01,breast
BT474,CIDs25262792,CIDs11375205,-11.5,breast
BT474,CIDs00148191,CIDs11375205,29.5,breast
BT474,CIDs06442177,CIDs11375205,29.3,breast
BT474,CIDs45375953,CIDs11375205,18.0,breast
BT474,CIDs11520894,CIDs11375205,16.8,breast
BT474,CIDs16720766,CIDs11375205,-38.7,breast
BT474,CIDs11625818,CIDs11375205,6.71,breast
BT474,CIDs17755052,CIDs11375205,48.5,breast
BT474,CIDs25033539,CIDs11375205,24.1,breast
BT474,CIDs49867926,CIDs11375205,-0.8420000000000001,breast
BT474,CIDs00176166,CIDs11375205,1.53,breast
BT474,CIDs00093860,CIDs11375205,-2.23,breast
BT474,CIDs11556711,CIDs11375205,4.55,breast
BT474,CIDs11167602,CIDs11375205,-12.8,breast
BT474,CIDs24856436,CIDs11375205,17.4,breast
BT474,CIDs49867930,CIDs11375205,23.6,breast
BT474,CIDs25227436,CIDs00104741,21.1,breast
BT474,CIDs24964624,CIDs00104741,25.4,breast
BT474,CIDs25262792,CIDs00104741,-8.31,breast
BT474,CIDs17755052,CIDs00104741,61.0,breast
BT474,CIDs25227436,CIDs00005376,6.33,breast
BT474,CIDs24964624,CIDs00005376,29.0,breast
BT474,CIDs25262792,CIDs00005376,-30.0,breast
BT474,CIDs17755052,CIDs00005376,3.39,breast
BT474,CIDs00148177,CIDs51039095,-18.9,breast
BT474,CIDs00001805,CIDs51039095,-4.56,breast
BT474,CIDs46930996,CIDs51039095,0.124,breast
BT474,CIDs24978538,CIDs51039095,-29.5,breast
BT474,CIDs10126189,CIDs51039095,-4.32,breast
BT474,CIDs11717001,CIDs51039095,-45.7,breast
BT474,CIDs25194865,CIDs51039095,-0.325,breast
BT474,CIDs00002719,CIDs51039095,-27.3,breast
BT474,CIDs00104741,CIDs51039095,-21.8,breast
BT474,CIDs00148195,CIDs51039095,-23.8,breast
BT474,CIDs00004261,CIDs51039095,-35.3,breast
BT474,CIDs00005311,CIDs51039095,-43.0,breast
BT474,CIDs11955716,CIDs51039095,-7.11,breast
BT474,CIDs11707110,CIDs51039095,-21.1,breast
BT474,CIDs16719221,CIDs51039095,-20.2,breast
BT474,CIDs17754438,CIDs51039095,-32.9,breast
BT474,CIDs11494412,CIDs51039095,-13.2,breast
BT474,CIDs11597571,CIDs51039095,-30.4,breast
BT474,CIDs00148191,CIDs51039095,7.76,breast
BT474,CIDs06442177,CIDs51039095,0.88,breast
BT474,CIDs45375953,CIDs51039095,-15.7,breast
BT474,CIDs11520894,CIDs51039095,7.53,breast
BT474,CIDs16720766,CIDs51039095,-0.361,breast
BT474,CIDs11625818,CIDs51039095,-20.9,breast
BT474,CIDs25033539,CIDs51039095,2.85,breast
BT474,CIDs49867926,CIDs51039095,15.5,breast
BT474,CIDs00176166,CIDs51039095,-44.2,breast
BT474,CIDs00093860,CIDs51039095,-1.27,breast
BT474,CIDs11556711,CIDs51039095,0.0393,breast
BT474,CIDs11167602,CIDs51039095,-24.0,breast
BT474,CIDs24856436,CIDs51039095,-20.4,breast
BT474,CIDs49867930,CIDs51039095,3.83,breast
BT474,CIDs46244453,CIDs00003461,35.0,breast
BT474,CIDs25227436,CIDs49800198,-15.2,breast
BT474,CIDs24964624,CIDs16659841,1.68,breast
BT474,CIDs00148177,CIDs16659841,-10.9,breast
BT474,CIDs00001805,CIDs16659841,18.8,breast
BT474,CIDs46930996,CIDs16659841,0.941,breast
BT474,CIDs24978538,CIDs16659841,-6.69,breast
BT474,CIDs10126189,CIDs16659841,0.204,breast
BT474,CIDs11717001,CIDs16659841,-6.71,breast
BT474,CIDs11656518,CIDs16659841,9.82,breast
BT474,CIDs25194865,CIDs16659841,0.585,breast
BT474,CIDs00002719,CIDs16659841,-11.7,breast
BT474,CIDs00104741,CIDs16659841,-10.8,breast
BT474,CIDs00148195,CIDs16659841,13.3,breast
BT474,CIDs00004261,CIDs16659841,-22.8,breast
BT474,CIDs00005311,CIDs16659841,-15.2,breast
BT474,CIDs11955716,CIDs16659841,7.17,breast
BT474,CIDs11707110,CIDs16659841,-1.23,breast
BT474,CIDs16719221,CIDs16659841,-12.0,breast
BT474,CIDs17754438,CIDs16659841,-1.55,breast
BT474,CIDs11494412,CIDs16659841,4.89,breast
BT474,CIDs11597571,CIDs16659841,-16.5,breast
BT474,CIDs00148191,CIDs16659841,3.07,breast
BT474,CIDs06442177,CIDs16659841,5.7,breast
BT474,CIDs45375953,CIDs16659841,0.51,breast
BT474,CIDs11520894,CIDs16659841,3.59,breast
BT474,CIDs16720766,CIDs16659841,-10.8,breast
BT474,CIDs11625818,CIDs16659841,-12.8,breast
BT474,CIDs25033539,CIDs16659841,5.5,breast
BT474,CIDs49867926,CIDs16659841,4.22,breast
BT474,CIDs00176166,CIDs16659841,-17.2,breast
BT474,CIDs00093860,CIDs16659841,0.10400000000000001,breast
BT474,CIDs11556711,CIDs16659841,3.28,breast
BT474,CIDs11167602,CIDs16659841,4.6,breast
BT474,CIDs24856436,CIDs16659841,-23.4,breast
BT474,CIDs49867930,CIDs16659841,-2.86,breast
BT474,CIDs00148177,CIDs10127622,-8.11,breast
BT474,CIDs00001805,CIDs10127622,19.6,breast
BT474,CIDs46930996,CIDs10127622,2.12,breast
BT474,CIDs24978538,CIDs10127622,0.631,breast
BT474,CIDs10126189,CIDs10127622,5.43,breast
BT474,CIDs11656518,CIDs10127622,32.9,breast
BT474,CIDs00002719,CIDs10127622,30.6,breast
BT474,CIDs00104741,CIDs10127622,35.7,breast
BT474,CIDs00148195,CIDs10127622,32.9,breast
BT474,CIDs00004261,CIDs10127622,-4.57,breast
BT474,CIDs00005311,CIDs10127622,-32.2,breast
BT474,CIDs11955716,CIDs10127622,8.37,breast
BT474,CIDs11707110,CIDs10127622,10.5,breast
BT474,CIDs16719221,CIDs10127622,1.41,breast
BT474,CIDs11494412,CIDs10127622,-4.1,breast
BT474,CIDs11597571,CIDs10127622,-6.27,breast
BT474,CIDs25262792,CIDs10127622,-6.86,breast
BT474,CIDs00148191,CIDs10127622,17.4,breast
BT474,CIDs06442177,CIDs10127622,22.6,breast
BT474,CIDs45375953,CIDs10127622,6.12,breast
BT474,CIDs11520894,CIDs10127622,24.1,breast
BT474,CIDs16720766,CIDs10127622,-2.91,breast
BT474,CIDs11625818,CIDs10127622,-5.07,breast
BT474,CIDs17755052,CIDs10127622,43.7,breast
BT474,CIDs25033539,CIDs10127622,23.5,breast
BT474,CIDs49867926,CIDs10127622,-8.32,breast
BT474,CIDs00176166,CIDs10127622,-22.6,breast
BT474,CIDs00093860,CIDs10127622,-0.691,breast
BT474,CIDs11556711,CIDs10127622,6.14,breast
BT474,CIDs24856436,CIDs10127622,28.8,breast
BT474,CIDs49867930,CIDs10127622,25.6,breast
BT474,CIDs25262792,CIDs11707110,-15.4,breast
BT474,CIDs17755052,CIDs11707110,27.2,breast
BT474,CIDs25227436,CIDs25262792,27.3,breast
BT474,CIDs00148177,CIDs25262792,-72.6,breast
BT474,CIDs00001805,CIDs25262792,-23.5,breast
BT474,CIDs46930996,CIDs25262792,-14.5,breast
BT474,CIDs24978538,CIDs25262792,-0.188,breast
BT474,CIDs10126189,CIDs25262792,-2.01,breast
BT474,CIDs11717001,CIDs25262792,-57.4,breast
BT474,CIDs11656518,CIDs25262792,17.4,breast
BT474,CIDs25194865,CIDs25262792,-16.3,breast
BT474,CIDs00002719,CIDs25262792,-7.12,breast
BT474,CIDs00104741,CIDs25262792,66.8,breast
BT474,CIDs00148195,CIDs25262792,6.99,breast
BT474,CIDs00004261,CIDs25262792,-11.2,breast
BT474,CIDs00005311,CIDs25262792,-30.8,breast
BT474,CIDs11955716,CIDs25262792,-5.98,breast
BT474,CIDs11707110,CIDs25262792,37.5,breast
BT474,CIDs16719221,CIDs25262792,-3.05,breast
BT474,CIDs17754438,CIDs25262792,8.15,breast
BT474,CIDs11494412,CIDs25262792,-7.78,breast
BT474,CIDs11597571,CIDs25262792,-21.0,breast
BT474,CIDs00148191,CIDs25262792,12.8,breast
BT474,CIDs06442177,CIDs25262792,-18.6,breast
BT474,CIDs45375953,CIDs25262792,31.9,breast
BT474,CIDs11520894,CIDs25262792,25.1,breast
BT474,CIDs16720766,CIDs25262792,-0.594,breast
BT474,CIDs11625818,CIDs25262792,14.6,breast
BT474,CIDs17755052,CIDs25262792,-6.71,breast
BT474,CIDs25033539,CIDs25262792,-4.47,breast
BT474,CIDs49867926,CIDs25262792,-16.1,breast
BT474,CIDs00176166,CIDs25262792,-6.76,breast
BT474,CIDs00093860,CIDs25262792,-0.29600000000000004,breast
BT474,CIDs11556711,CIDs25262792,7.29,breast
BT474,CIDs11167602,CIDs25262792,-25.5,breast
BT474,CIDs24856436,CIDs25262792,-10.2,breast
BT474,CIDs49867930,CIDs25262792,15.7,breast
BT474,CIDs25227436,CIDs06442177,35.0,breast
BT474,CIDs25262792,CIDs06442177,33.4,breast
BT474,CIDs24964624,CIDs23725625,18.5,breast
BT474,CIDs00148177,CIDs23725625,8.92,breast
BT474,CIDs00001805,CIDs23725625,-5.7,breast
BT474,CIDs46930996,CIDs23725625,11.6,breast
BT474,CIDs24978538,CIDs23725625,5.4,breast
BT474,CIDs10126189,CIDs23725625,-1.61,breast
BT474,CIDs11656518,CIDs23725625,-0.327,breast
BT474,CIDs25194865,CIDs23725625,-4.59,breast
BT474,CIDs00002719,CIDs23725625,4.45,breast
BT474,CIDs00104741,CIDs23725625,1.24,breast
BT474,CIDs00148195,CIDs23725625,3.64,breast
BT474,CIDs00004261,CIDs23725625,-15.5,breast
BT474,CIDs00005311,CIDs23725625,-23.7,breast
BT474,CIDs11955716,CIDs23725625,10.4,breast
BT474,CIDs11707110,CIDs23725625,8.79,breast
BT474,CIDs16719221,CIDs23725625,6.83,breast
BT474,CIDs17754438,CIDs23725625,8.61,breast
BT474,CIDs11494412,CIDs23725625,6.22,breast
BT474,CIDs11597571,CIDs23725625,10.2,breast
BT474,CIDs00148191,CIDs23725625,14.9,breast
BT474,CIDs06442177,CIDs23725625,2.07,breast
BT474,CIDs45375953,CIDs23725625,-33.6,breast
BT474,CIDs11520894,CIDs23725625,6.28,breast
BT474,CIDs16720766,CIDs23725625,0.146,breast
BT474,CIDs11625818,CIDs23725625,-1.58,breast
BT474,CIDs25033539,CIDs23725625,34.5,breast
BT474,CIDs49867926,CIDs23725625,-11.0,breast
BT474,CIDs00176166,CIDs23725625,-43.4,breast
BT474,CIDs00093860,CIDs23725625,-1.48,breast
BT474,CIDs11556711,CIDs23725625,0.564,breast
BT474,CIDs11167602,CIDs23725625,-30.1,breast
BT474,CIDs24856436,CIDs23725625,-27.7,breast
BT474,CIDs49867930,CIDs23725625,6.98,breast
BT474,CIDs25227436,CIDs17755052,4.73,breast
BT474,CIDs24964624,CIDs17755052,43.1,breast
BT474,CIDs24964624,CIDs03081361,-0.779,breast
BT474,CIDs00148177,CIDs03081361,-18.3,breast
BT474,CIDs00001805,CIDs03081361,-28.4,breast
BT474,CIDs46930996,CIDs03081361,-1.14,breast
BT474,CIDs24978538,CIDs03081361,-18.2,breast
BT474,CIDs10126189,CIDs03081361,-0.706,breast
BT474,CIDs25194865,CIDs03081361,-11.3,breast
BT474,CIDs00002719,CIDs03081361,-9.6,breast
BT474,CIDs00005376,CIDs03081361,-8.87,breast
BT474,CIDs00148195,CIDs03081361,-5.79,breast
BT474,CIDs00004261,CIDs03081361,-29.1,breast
BT474,CIDs00005311,CIDs03081361,-28.8,breast
BT474,CIDs11955716,CIDs03081361,-6.59,breast
BT474,CIDs11707110,CIDs03081361,-0.856,breast
BT474,CIDs16719221,CIDs03081361,-21.1,breast
BT474,CIDs17754438,CIDs03081361,-32.4,breast
BT474,CIDs11494412,CIDs03081361,-17.8,breast
BT474,CIDs11597571,CIDs03081361,-16.5,breast
BT474,CIDs00148191,CIDs03081361,16.5,breast
BT474,CIDs06442177,CIDs03081361,7.39,breast
BT474,CIDs45375953,CIDs03081361,0.121,breast
BT474,CIDs11520894,CIDs03081361,-5.73,breast
BT474,CIDs16720766,CIDs03081361,-19.6,breast
BT474,CIDs11625818,CIDs03081361,-5.67,breast
BT474,CIDs25033539,CIDs03081361,4.6,breast
BT474,CIDs49867926,CIDs03081361,-17.8,breast
BT474,CIDs00176166,CIDs03081361,-13.3,breast
BT474,CIDs00093860,CIDs03081361,-0.255,breast
BT474,CIDs11556711,CIDs03081361,1.47,breast
BT474,CIDs24856436,CIDs03081361,-28.8,breast
BT474,CIDs49867930,CIDs03081361,-33.7,breast
BT549,CIDs17755052,CIDs25227436,6.56,breast
BT549,CIDs56649450,CIDs25227436,12.8,breast
BT549,CIDs54751698,CIDs25227436,4.07,breast
BT549,CIDs16654980,CIDs25227436,3.14,breast
BT549,CIDs25227436,CIDs24964624,9.38,breast
BT549,CIDs25262792,CIDs24964624,13.1,breast
BT549,CIDs17755052,CIDs24964624,22.9,breast
BT549,CIDs56649450,CIDs24964624,29.1,breast
BT549,CIDs54751698,CIDs24964624,33.4,breast
BT549,CIDs16654980,CIDs24964624,20.6,breast
BT549,CIDs25227436,CIDs67161792,-6.43,breast
BT549,CIDs24964624,CIDs67161792,3.21,breast
BT549,CIDs72793174,CIDs67161792,28.3,breast
BT549,CIDs51039095,CIDs67161792,27.6,breast
BT549,CIDs10127622,CIDs67161792,28.7,breast
BT549,CIDs25262792,CIDs67161792,40.5,breast
BT549,CIDs17755052,CIDs67161792,9.22,breast
BT549,CIDs54751698,CIDs67161792,-6.46,breast
BT549,CIDs25227436,CIDs73294313,8.27,breast
BT549,CIDs24964624,CIDs73294313,9.03,breast
BT549,CIDs72793174,CIDs73294313,10.8,breast
BT549,CIDs51039095,CIDs73294313,7.02,breast
BT549,CIDs25262792,CIDs73294313,5.22,breast
BT549,CIDs17755052,CIDs73294313,-1.26,breast
BT549,CIDs54751698,CIDs73294313,13.9,breast
BT549,CIDs25227436,CIDs46244453,-49.7,breast
BT549,CIDs24964624,CIDs46244453,-45.8,breast
BT549,CIDs72793174,CIDs46244453,-28.4,breast
BT549,CIDs51039095,CIDs46244453,-39.0,breast
BT549,CIDs10127622,CIDs46244453,-23.6,breast
BT549,CIDs25262792,CIDs46244453,-24.3,breast
BT549,CIDs17755052,CIDs46244453,-16.6,breast
BT549,CIDs54751698,CIDs46244453,-34.9,breast
BT549,CIDs24964624,CIDs72793174,8.52,breast
BT549,CIDs51039095,CIDs72793174,3.01,breast
